date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:14:21	10682/10682	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202022%2016:42:49%20GMT	https://www.ivanmaia.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.9.0	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mind227.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:21	40513/40513	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202022%2016:42:49%20GMT	https://www.ivanmaia.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:21	134630/134630	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202022%2016:42:33%20GMT	https://www.ivanmaia.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.7.5	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min3430.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:21	43140/43140	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202022%2016:42:49%20GMT	https://www.ivanmaia.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.8.1	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min7e2e.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:22	3704/3704	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2023%20Nov%202022%2016:42:33%20GMT	https://www.ivanmaia.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.7.5	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min3430.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:22	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264c8fac0-302c%22	https://www.ivanmaia.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:22	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:14%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/amp/	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/amp/index.html	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:23	138593/138593	---M--	200	added ('OK')	image/jpeg	date:Thu,%2013%20Feb%202020%2012:56:16%20GMT	https://www.ivanmaia.com/wp-content/uploads/2020/02/bg-pessoas-palestra.jpg	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/wp-content/uploads/2020/02/bg-pessoas-palestra.jpg	(from https://www.ivanmaia.com/wp-content/uploads/elementor/css/post-325.css?ver=1669222092)
17:14:23	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:15%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:23	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:15%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:24	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:15%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:24	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:24	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:24	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/signals/iwl.js	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:25	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:25	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:26	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:16%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/amp/	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/amp/index.html	(from https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/)
17:14:26	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:17%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:27	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:18%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:27	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:18%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:27	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:18%20GMT	https://www.ivanmaia.com/signals/iwl.js	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:27	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:18%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:28	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:19%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:28	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:19%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:28	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:19%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:28	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:20%20GMT	https://www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/oferta-curso-a-fina-arte-de-lidar-com-pessoas/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
17:14:28	2540/2540	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2002%20Aug%202023%2020:15:20%20GMT	https://www.ivanmaia.com/signals/iwl.js	C:/Users/Bruno%20Beas/Videos/Sites/Ivan%20Maia%20HTTrack/www.ivanmaia.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
